17|3296|740246488|2020-08-29|9999-12-31|M|Wilms|Hans-Wilhelm|1957-06-02|DE|63225|Langen|Mühlestraße|2022-04-08
18|3296|470343712|2016-11-26|2022-01-22|M|Kade|Rainer|1989-05-12|DE|96145|Seßlach|Francisco-Lehmann-Straße|2022-04-08
19|3295|534263448|2017-07-26|9999-12-31|M|Ehlert|Walfried|1942-02-27|DE|83684|Tegernsee|Schülerplatz|2022-04-08
20|3296|625556145|2018-07-16|9999-12-31|M|Thies|Enno|1958-09-19|DE|07646|Weißbach|Yasemin-Ernst-Platz|2022-04-08
21|3293|666449902|2019-08-19|9999-12-31|F|Briemer|Betty|1993-12-27|DE|19357|Karstädt|Natalija-Wulff-Gasse|2022-04-08
22|3294|503009297|2021-02-19|9999-12-31|F|Dippel|Urszula|1982-06-24|DE|93466|Chamerau|Gumprichstraße|2022-04-08
23|3293|676043007|2022-04-02|9999-12-31|F|Süßebier|Jaqueline|1955-02-24|DE|81375|München|Hörlestraße|2022-04-08
24|3294|535723279|2018-02-27|9999-12-31|F|Wulff|Juliana|1963-05-14|DE|36088|Hünfeld|Lehmannweg|2022-04-08
25|3295|653693031|2019-10-05|9999-12-31|F|Stolze|Kira|1956-12-28|DE|88605|Sauldorf|Luciano-Löffler-Allee|2022-04-08
26|3294|307017547|2021-11-03|2020-06-20|F|Ernst|Mara|1960-05-11|DE|94368|Perkam|Hartmannplatz|2022-04-08
27|3295|294948533|2019-01-21|9999-12-31|F|Ernst|Eileen|1980-10-04|DE|76676|Graben-Neudorf|Sigurd-Bruder-Ring|2022-04-08
28|3294|856162414|2018-11-25|9999-12-31|M|Eberth|Niklas|1943-05-14|DE|67599|Gundheim|Hakan-Gunpf-Gasse|2022-04-08
29|3293|457531800|2019-03-11|9999-12-31|M|Kramer|Friedrich|2001-12-02|DE|18147|Rostock|Ladeckstr.|2022-04-08
30|3294|479499332|2020-09-30|9999-12-31|F|Metz|Monique|1988-10-12|DE|93098|Mintraching|Schulzplatz|2022-04-08
31|3295|328932355|2021-06-24|9999-12-31|M|Losekann|Heinz-Josef|1979-02-26|DE|86703|Rögling|Röhrdanzstraße|2022-04-08
32|3293|360562247|2017-11-09|9999-12-31|F|Karge|Dietlind|1985-12-17|DE|58339|Breckerfeld|Schwitalallee|2022-04-08
33|3296|646442525|2017-12-12|9999-12-31|F|Pruschke|Mina|1948-12-26|DE|86152|Augsburg|Sergio-Lindner-Allee|2022-04-08
34|3294|538211929|2020-03-26|9999-12-31|F|Boucsein|Ehrentraud|1942-09-23|DE|65554|Limburg a. d. Lahn|Casparring|2022-04-08
35|3296|793795446|2018-05-29|9999-12-31|F|Stahr|Tülay|1962-12-30|DE|31675|Bückeburg|Cynthia-Lübs-Straße|2022-04-08
36|3296|107904068|2016-12-04|9999-12-31|F|Plath|Svetlana|1968-06-01|DE|54309|Newel|Mosemannstraße|2022-04-08
37|3296|135374219|2016-10-19|9999-12-31|M|Hertrampf|Ingmar|1952-05-09|DE|94250|Achslach|Gotthardallee|2022-04-08
38|3294|937745956|2021-08-07|9999-12-31|F|Reuter|Dorina|1975-05-20|DE|74239|Hardthausen am Kocher|Sonja-Hamann-Straße|2022-04-08
39|3295|465893417|2020-03-04|9999-12-31|M|Bauer|Orhan|1963-10-12|DE|30453|Hannover|Jobst-Scheibe-Allee|2022-04-08
40|3293|420022548|2017-06-06|9999-12-31|M|Ditschlerin|Maik|1974-04-08|DE|87480|Weitnau|Mitschkeallee|2022-04-08
41|3293|808887469|2018-05-25|9999-12-31|M|Peukert|Edelbert|1946-11-07|DE|94255|Böbrach|Stephen-Oderwald-Platz|2022-04-08
42|3294|409226631|2021-08-17|9999-12-31|M|Schüler|Folkert|1992-02-17|DE|24864|Brodersby-Goltoft|Ottostraße|2022-04-08
43|3295|574677539|2017-11-17|9999-12-31|F|Oestrovsky|Ricarda|1991-08-15|DE|66386|Sankt Ingbert|Concetta-Schacht-Platz|2022-04-08
44|3296|545003477|2016-09-09|9999-12-31|M|Stolze|Daniel|1960-06-22|DE|01778|Altenberg|Wladimir-Rogner-Weg|2022-04-08
45|3294|653933008|2017-06-06|9999-12-31|M|Davids|Marvin|1973-12-12|DE|24376|Rabel|Gießweg|2022-04-08
46|3295|996910458|2019-02-16|9999-12-31|F|Eigenwillig|Carla|1961-03-11|DE|24809|Nübbel|Mendestr.|2022-04-08
47|3295|353747252|2021-02-13|9999-12-31|F|Fliegner|Korinna|1965-09-08|DE|26441|Jever|Armin-Jacob-Allee|2022-04-08
48|3294|850964168|2021-07-27|9999-12-31|M|Ritter|Justus|1988-12-10|DE|06729|Elsteraue|Rita-Beer-Platz|2022-04-08
49|3295|932675278|2020-02-02|9999-12-31|M|Döhn|Bayram|2000-07-10|DE|83627|Warngau|Kathi-Hecker-Platz|2022-04-08
50|3295|870464782|2016-09-20|2020-10-10|F|Mende|Benita|1963-09-16|DE|78664|Eschbronn|Margareta-Gnatz-Gasse|2022-04-08
51|3296|496489227|2018-04-08|9999-12-31|F|Ruppersberger|Hildegart|1995-11-24|DE|74744|Ahorn|Ernstplatz|2022-04-08
52|3296|180974241|2021-06-02|9999-12-31|M|Schacht|Dimitrios|1969-09-06|DE|49143|Bissendorf|Klaus-Peter-Lange-Ring|2022-04-08
53|3293|388758529|2021-10-09|9999-12-31|M|Schäfer|Vassilios|1948-10-25|DE|91462|Dachsbach|Cristina-Heinrich-Gasse|2022-04-08
54|3295|516368121|2020-07-01|9999-12-31|M|Lübs|Vitali|1945-11-22|DE|44267|Dortmund|Ewald-Klemm-Straße|2022-04-08
55|3295|844780756|2019-03-08|2020-04-28|F|Siering|Anita|1950-09-30|DE|24800|Elsdorf-Westermühlen|Radischplatz|2022-04-08
56|3294|533768220|2017-03-26|9999-12-31|M|Rogner|Arne|1966-01-27|DE|19260|Vellahn|Alfons-Seip-Allee|2022-04-08
57|3293|306667964|2017-03-29|9999-12-31|F|Klapp|Berta|1968-07-11|DE|68782|Brühl|Tomasz-Mans-Gasse|2022-04-08
58|3295|334693773|2019-04-01|2021-05-24|M|Wirth|Robby|1966-12-26|DE|78467|Konstanz|Kästerstraße|2022-04-08
59|3294|230940047|2017-09-18|9999-12-31|M|Graf|Manuel|1965-04-20|DE|91322|Gräfenberg|Rosering|2022-04-08
60|3296|267249913|2021-12-30|9999-12-31|M|Höfig|Riza|1942-05-11|DE|37127|Scheden|Mitschkegasse|2022-04-08
61|3295|705860238|2018-07-07|9999-12-31|F|Oderwald|Anna-Maria|1960-12-13|DE|44807|Bochum|Kabusallee|2022-04-08
62|3293|448440936|2019-07-17|9999-12-31|M|Cichorius|Miroslaw|2000-06-02|DE|98528|Suhl|Gerhard-Freudenberger-Straße|2022-04-08
63|3293|802682898|2021-11-06|9999-12-31|F|Gumprich|Zehra|1952-10-22|DE|67752|Wolfstein|Gierschnerplatz|2022-04-08
64|3293|325339106|2016-06-24|9999-12-31|F|Boucsein|Krystyna|1983-02-24|DE|40627|Düsseldorf|Gudestr.|2022-04-08
65|3295|638267909|2021-01-24|9999-12-31|F|Weller|Adina|1976-03-13|DE|84152|Mengkofen|Oderwaldweg|2022-04-08
66|3293|866591771|2017-05-29|9999-12-31|M|Scholtz|Andreas|1981-02-04|DE|03185|Turnow-Preilack|Hanno-Bärer-Allee|2022-04-08
67|3294|416974784|2021-08-28|9999-12-31|F|Ebert|Angelina|1949-10-05|DE|50170|Kerpen|Hethurstraße|2022-04-08
68|3295|417764669|2018-12-15|9999-12-31|F|Gieß|Marie|1985-10-17|DE|73079|Süßen|Friedericke-Löwer-Gasse|2022-04-08
69|3295|222166880|2019-11-19|9999-12-31|M|Tintzmann|Alwin|1998-07-09|DE|75392|Deckenpfronn|Hans-Wolfgang-Hübel-Allee|2022-04-08
70|3293|534212245|2020-12-06|9999-12-31|M|Lübs|Marcel|1983-09-08|DE|65599|Dornburg|Margrafweg|2022-04-08
71|3296|711899224|2016-09-07|9999-12-31|F|Kobelt|Jeannine|1958-05-02|DE|46446|Emmerich am Rhein|Schachtring|2022-04-08
72|3296|433871199|2016-06-07|9999-12-31|M|Steinberg|Nick|1986-03-05|DE|19065|Raben Steinfeld|Fröhlichstraße|2022-04-08
73|3293|112561947|2018-04-27|9999-12-31|F|Segebahn|Larissa|1953-05-30|DE|66809|Nalbach|Uta-Ehlert-Allee|2022-04-08
74|3293|815570450|2016-06-06|9999-12-31|M|Heinz|Gottlieb|1956-11-08|DE|06578|Kindelbrück|Götz-Rohleder-Gasse|2022-04-08
75|3295|928792154|2021-02-12|9999-12-31|M|Heß|Ernst-Dieter|1948-11-27|DE|87653|Eggenthal|Jolanta-Wende-Straße|2022-04-08
76|3293|464525607|2017-05-19|9999-12-31|F|Radisch|Alma|1975-01-19|DE|99830|Treffurt|Sölzerring|2022-04-08
77|3295|245756405|2021-09-07|9999-12-31|F|Kuhl|Laila|1954-04-22|DE|78730|Lauterbach|Mälzerallee|2022-04-08
78|3294|548459355|2019-01-20|9999-12-31|F|Döring|Iris|1959-06-05|DE|81375|München|Schachtstr.|2022-04-08
79|3293|944936659|2016-08-04|9999-12-31|M|Kaul|Theodor|1988-02-12|DE|66693|Mettlach|Egbert-Trub-Platz|2022-04-08
80|3296|574102092|2019-09-08|9999-12-31|M|Adler|Bernfried|1991-10-03|DE|66996|Schönau (Pfalz)|Bernadette-Freudenberger-Weg|2022-04-08
81|3294|983569322|2019-03-14|9999-12-31|M|Hornich|Karl|1988-07-01|DE|26907|Walchum|Christine-Seifert-Allee|2022-04-08
82|3294|336873583|2019-12-25|9999-12-31|M|Ortmann|Giovanni|2003-05-14|DE|67454|Haßloch|Augusta-Rädel-Weg|2022-04-08
83|3294|266207306|2018-08-17|9999-12-31|M|Börner|Hans-Günther|1982-01-23|DE|06484|Quedlinburg|Urszula-Dörschner-Weg|2022-04-08
84|3293|940962188|2017-11-15|9999-12-31|M|Schulz|Fedor|1979-06-25|DE|18211|Retschow|Sorgatzstraße|2022-04-08
85|3293|906995025|2021-07-01|2021-03-02|M|Ladeck|Aleksandr|1979-05-16|DE|87509|Immenstadt im Allgäu|Mielcarekweg|2022-04-08
86|3295|401519919|2022-04-02|9999-12-31|M|Seifert|Krzysztof|1959-10-24|DE|16928|Pritzwalk|Müllerweg|2022-04-08
87|3293|924856234|2017-12-14|9999-12-31|F|Herrmann|Renata|2001-05-08|DE|13409|Berlin|Riza-Weimer-Allee|2022-04-08
88|3296|923770303|2021-01-07|9999-12-31|M|Heinrich|Marten|1942-11-24|DE|86974|Apfeldorf|auch Schlauchinweg|2022-04-08
89|3295|544325233|2021-06-06|9999-12-31|M|Hande|Kuno|1975-08-29|DE|96264|Altenkunstadt|Biggenweg|2022-04-08
90|3296|792024923|2021-06-06|9999-12-31|M|Bolnbach|Tadeusz|1945-06-06|DE|31785|Hameln|Stollring|2022-04-08
91|3295|650932721|2019-10-25|2021-09-19|M|Lachmann|Eduard|1983-09-28|DE|01990|Ortrand|Budigallee|2022-04-08
92|3294|201908856|2019-06-22|9999-12-31|M|Haering|Nurettin|1965-05-09|DE|26936|Stadland|Heinz-Rädel-Straße|2022-04-08
93|3296|663579786|2019-02-28|9999-12-31|F|Kambs|Sibel|1959-04-06|DE|29410|Salzwedel|Edelgard-Hörle-Straße|2022-04-08
94|3295|634589025|2018-01-29|9999-12-31|M|Neureuther|Remo|1966-07-23|DE|04249|Leipzig|Kruschwitzring|2022-04-08
95|3296|644547550|2021-06-04|9999-12-31|M|Trapp|Guntram|1946-05-23|DE|88454|Hochdorf|Melitta-Schmiedt-Ring|2022-04-08
96|3296|863204432|2019-12-24|9999-12-31|F|Buchholz|Jadwiga|1999-12-28|DE|45470|Mülheim an der Ruhr|Mirjam-Ritter-Platz|2022-04-08
97|3293|561265935|2021-11-28|9999-12-31|F|Rose|Birte|2003-12-02|DE|25924|Rodenäs|Gerd-Kallert-Weg|2022-04-08
98|3296|736562248|2021-06-14|9999-12-31|M|Steinberg|Reza|1968-02-16|DE|52062|Aachen|Krokerallee|2022-04-08
99|3294|604937214|2021-02-22|9999-12-31|F|Speer|Grit|2001-01-21|DE|55618|Simmertal|Adolphstr.|2022-04-08
100|3296|245643405|2017-01-08|9999-12-31|M|Jessel|Ernst|1944-10-10|DE|26123|Oldenburg|Drago-Lübs-Gasse|2022-04-08
101|3293|145833316|2016-06-28|9999-12-31|M|Mentzel|Mikhail|1946-10-06|DE|85567|Grafing|Margret-Hauffer-Weg|2022-04-08
102|3293|401453945|2018-12-25|9999-12-31|M|Boucsein|Steven|1969-03-13|DE|65345|Eltville am Rhein|Trubstraße|2022-04-08
103|3296|931036722|2022-03-01|9999-12-31|F|Weinhold|Franka|1956-08-12|DE|18375|Wieck a. Darß|Mülichenstraße|2022-04-08
104|3295|814965753|2019-05-25|9999-12-31|F|Werner|Magdalena|1946-08-17|DE|49457|Drebber|Gertzring|2022-04-08
105|3295|514722653|2016-07-10|9999-12-31|F|Beckmann|Mariechen|1950-08-26|DE|63543|Neuberg|Annemarie-Hettner-Gasse|2022-04-08
106|3293|449266636|2020-09-17|9999-12-31|M|Wulff|Ortwin|1969-03-05|DE|17207|Südmüritz|Kadeplatz|2022-04-08
107|3293|329940845|2021-06-27|9999-12-31|F|Schaaf|Gretl|1981-08-17|DE|74206|Bad Wimpfen|Meike-Baum-Gasse|2022-04-08
108|3293|938020682|2018-02-20|9999-12-31|F|Adler|Mary|1987-09-26|DE|53173|Bonn|Fritschstraße|2022-04-08
109|3293|665848027|2020-11-27|9999-12-31|M|Dobes|Linus|1953-10-14|DE|54597|Wallersheim|Toralf-Mentzel-Straße|2022-04-08
110|3293|834968491|2019-11-16|9999-12-31|M|Koch II|Reimar|1959-02-25|DE|69214|Eppelheim|Silvana-Schulz-Allee|2022-04-08
111|3295|621809391|2020-01-09|2022-02-02|M|Schmidtke|Hanspeter|1955-06-21|DE|23568|Lübeck|Antoinette-Bolnbach-Platz|2022-04-08
112|3296|688435117|2016-10-15|9999-12-31|M|Zorbach|Guiseppe|2001-10-23|DE|24354|Rieseby|Handeplatz|2022-04-08
113|3296|893883118|2018-07-21|9999-12-31|M|Mans|Ante|1997-08-11|DE|64331|Weiterstadt|Friedl-Geißler-Straße|2022-04-08
114|3295|474918106|2020-02-13|9999-12-31|M|Schwital|Berend|1993-07-18|DE|99706|Sondershausen|Hermannstraße|2022-04-08
115|3293|143407519|2019-07-22|9999-12-31|F|Beyer|Nermin|1994-05-26|DE|36289|Friedewald|Junckenstr.|2022-04-08
116|3296|922815155|2019-03-16|9999-12-31|M|Eberhardt|Kay-Uwe|1993-07-16|DE|15712|Königs Wusterhausen|Dörschnerstr.|2022-04-08
117|3296|489296395|2018-01-07|9999-12-31|F|Linke|Janna|1946-05-13|DE|03130|Tschernitz|Wulfweg|2022-04-08
118|3296|329243623|2017-08-31|9999-12-31|M|Henck|Arnulf|1995-04-22|DE|06571|Roßleben-Wiehe|Schinkering|2022-04-08
119|3295|228595864|2016-10-03|9999-12-31|F|Wulff|Gislinde|1969-10-09|DE|66636|Tholey|Adem-Köhler-Gasse|2022-04-08
120|3295|165584089|2018-10-06|2020-07-08|M|Butte|Gregor|1999-08-09|DE|29590|Rätzlingen|Steinbergstraße|2022-04-08
121|3295|131790141|2016-06-07|9999-12-31|F|Mies|Frauke|1962-08-17|DE|94575|Windorf|Bolzmannstraße|2022-04-08
122|3296|747202628|2018-06-10|9999-12-31|F|Klotz|Larissa|1963-04-12|DE|35457|Lollar|Victoria-Geisel-Straße|2022-04-08
123|3295|423473374|2018-05-06|9999-12-31|F|Sorgatz|Sofia|1996-02-27|DE|94551|Lalling|Miesweg|2022-04-08
124|3293|948200939|2020-09-27|9999-12-31|F|Misicher|Magda|2000-12-02|DE|93077|Bad Abbach|Iwan-Säuberlich-Allee|2022-04-08
125|3296|643886681|2021-08-22|9999-12-31|M|Gutknecht|Albert|1969-10-12|DE|35649|Bischoffen|Holtplatz|2022-04-08
126|3294|967874010|2021-12-03|9999-12-31|F|Henk|Evi|1953-08-31|DE|63849|Leidersbach|Dowerggasse|2022-04-08
127|3293|956766292|2017-02-26|2021-11-02|F|Misicher|Nuray|1950-03-12|DE|86153|Augsburg|Heidrichplatz|2022-04-08
128|3295|611735295|2021-09-24|9999-12-31|M|Steckel|Constantin|1948-11-01|DE|86703|Rögling|Hermighausenallee|2022-04-08
129|3296|617198006|2019-08-20|9999-12-31|F|Scheuermann|Wibke|1941-07-22|DE|23566|Lübeck|Burckhard-Misicher-Ring|2022-04-08
130|3293|936473745|2020-02-16|9999-12-31|F|Graf|Marion|2002-11-02|DE|04105|Leipzig|Janos-Wulff-Ring|2022-04-08
131|3296|818230640|2021-06-05|9999-12-31|M|Jungfer|Volker|1972-12-28|DE|63820|Elsenfeld|Ehlertweg|2022-04-08
132|3296|432790161|2016-05-12|9999-12-31|F|Warmer|Sina|1981-06-07|DE|94269|Rinchnach|Gorlitzstr.|2022-04-08
133|3295|794202407|2021-11-11|9999-12-31|M|Scheuermann|Urban|1957-03-10|DE|34286|Spangenberg|van der Dussenstr.|2022-04-08
134|3296|339294012|2018-01-20|9999-12-31|F|Junitz|Elfriede|1995-03-26|DE|23769|Fehmarn|Köhlerweg|2022-04-08
135|3295|889803851|2022-03-31|9999-12-31|F|Scholz|Trudel|1989-07-14|DE|73569|Obergröningen|Kabusstr.|2022-04-08
136|3294|329397259|2021-04-29|9999-12-31|F|Eberth|Gertraude|1961-11-30|DE|01816|Bad Gottleuba-Berggießhübel|Weinholdweg|2022-04-08
137|3295|304149572|2018-03-19|9999-12-31|F|Etzler|Katharina|1967-08-24|DE|67551|Worms|Fiebigplatz|2022-04-08
138|3293|812842465|2021-04-13|2021-02-12|F|Naser|Juliana|1953-02-01|DE|66440|Blieskastel|Hellwigallee|2022-04-08
139|3293|876920708|2016-09-27|9999-12-31|M|Hiller|Gabriel|1979-12-15|DE|02791|Oderwitz|Gerolf-Oderwald-Platz|2022-04-08
140|3293|394460431|2020-04-24|9999-12-31|F|Trüb|Elsbeth|1953-02-23|DE|09496|Marienberg|Sofia-Heintze-Allee|2022-04-08
141|3295|543885622|2022-03-30|2021-07-24|F|Hecker|Polina|1942-01-04|DE|29590|Rätzlingen|Trommlerring|2022-04-08
142|3293|487610124|2020-10-06|9999-12-31|M|Schmidt|Tobias|1978-05-26|DE|93149|Nittenau|Edeltrud-Geißler-Allee|2022-04-08
143|3296|387318943|2017-11-20|9999-12-31|F|Mitschke|Ariane|1972-09-22|DE|70193|Stuttgart|Zobelstraße|2022-04-08
144|3294|244106440|2020-05-15|9999-12-31|F|Franke|Walli|1962-02-12|DE|80995|München|Hermannplatz|2022-04-08
145|3293|866405442|2021-08-29|9999-12-31|F|Bolzmann|Theda|2000-05-04|DE|99425|Weimar|Filiz-Tschentscher-Ring|2022-04-08
146|3294|981379110|2017-12-12|9999-12-31|F|Hauffer|Dorothee|1951-06-26|DE|89173|Lonsee|Ernst-Otto-Hendriks-Gasse|2022-04-08
147|3294|136632721|2019-11-12|9999-12-31|M|Vollbrecht|Francisco|1997-08-23|DE|63067|Offenbach am Main|Jacobi Jäckelplatz|2022-04-08
148|3294|693131426|2021-02-26|9999-12-31|F|Ruppert|Bozena|1968-12-02|DE|29392|Wesendorf|Dierk-Gröttner-Weg|2022-04-08
149|3294|104921568|2018-11-01|9999-12-31|M|Fröhlich|Siegfried|1960-08-16|DE|88430|Rot an der Rot|Serpil-Niemeier-Platz|2022-04-08
150|3296|726893654|2018-12-14|9999-12-31|F|Scholtz|Hildegund|1949-12-14|DE|56333|Winningen|Börnerplatz|2022-04-08
151|3295|575758246|2021-03-01|2021-10-11|M|Roht|Rocco|1946-04-22|DE|70567|Stuttgart|Bergerplatz|2022-04-08
152|3293|343049459|2019-02-12|9999-12-31|F|Schäfer|Christa|1983-06-18|DE|94065|Waldkirchen|Kästerstr.|2022-04-08
153|3294|536609678|2018-02-20|9999-12-31|M|Hamann|Alan|1986-10-02|DE|77728|Oppenau|Liebeltgasse|2022-04-08
154|3295|583063741|2017-04-11|2021-03-15|F|Neureuther|Agathe|1943-01-16|DE|42551|Velbert|Rocco-Stoll-Weg|2022-04-08
155|3294|615285539|2018-11-30|9999-12-31|F|Krause|Olena|2003-11-13|DE|32429|Minden|Dietzstr.|2022-04-08
156|3293|721249307|2017-11-15|9999-12-31|F|Hübel|Gudula|1963-11-18|DE|27327|Schwarme|Casparstraße|2022-04-08
157|3296|343819615|2021-03-26|9999-12-31|F|Freudenberger|Francesca|1992-06-18|DE|79227|Schallstadt|Edeltrud-Stey-Platz|2022-04-08
158|3296|570894274|2017-11-07|9999-12-31|F|Schönland|Hildegart|1966-02-06|DE|89349|Burtenbach|Wagenknechtgasse|2022-04-08
159|3295|999592668|2020-03-08|9999-12-31|F|Ullrich|Maria-Theresia|1974-11-01|DE|13469|Berlin|Ernest-Biggen-Ring|2022-04-08
160|3296|658971186|2019-08-17|9999-12-31|F|Schuster|Alena|1992-04-17|DE|39261|Zerbst/Anhalt|Hentschelplatz|2022-04-08
161|3295|944364348|2018-10-29|9999-12-31|F|Reichmann|Maritta|1997-07-04|DE|93494|Waffenbrunn|Birnbaumweg|2022-04-08
162|3293|266538081|2020-06-19|9999-12-31|M|Gierschner|Nuri|1958-11-15|DE|50935|Köln|Misicherstraße|2022-04-08
163|3294|120284865|2019-06-09|9999-12-31|M|Schacht|Franz-Xaver|1948-05-14|DE|61479|Glashütten|Kadeweg|2022-04-08
164|3296|229244753|2021-01-07|9999-12-31|F|Aumann|Janna|1965-10-01|DE|65599|Dornburg|Helmar-Jockel-Platz|2022-04-08
165|3293|674210448|2017-11-03|9999-12-31|M|Butte|Karl-Friedrich|1967-02-23|DE|28777|Bremen|Ida-Röhrdanz-Allee|2022-04-08
166|3296|137758808|2021-10-26|9999-12-31|F|Weinhold|Cilly|1955-10-06|DE|79395|Neuenburg am Rhein|Irmingard-Neureuther-Ring|2022-04-08
167|3293|492900712|2021-12-19|9999-12-31|F|Girschner|Susi|1970-07-18|DE|23966|Wismar|Sölzerplatz|2022-04-08
168|3296|540006015|2021-08-02|9999-12-31|F|Riehl|Philomena|1943-05-29|DE|33649|Bielefeld|Baumgasse|2022-04-08
169|3295|527041378|2016-11-26|9999-12-31|F|Jungfer|Jennifer|1962-11-03|DE|79805|Eggingen|Henri-Rädel-Allee|2022-04-08
170|3296|871928914|2017-09-27|9999-12-31|F|Faust|Eugenie|1983-06-08|DE|04157|Leipzig|Gorlitzstraße|2022-04-08
171|3296|431110793|2021-01-29|9999-12-31|M|auch Schlauchin|Kunibert|1997-12-09|DE|91567|Herrieden|Cetin-Schmiedecke-Platz|2022-04-08
172|3297|260844708|2017-09-02|9999-12-31|F|Tschentscher|Brunhild|1958-12-11|DE|71404|Korb|Harloffstr.|2022-04-08
173|3293|222571801|2020-04-08|2021-07-04|M|Börner|Michail|1962-06-19|DE|49163|Bohmte|Grafallee|2022-04-08
174|3295|276821758|2017-02-16|9999-12-31|M|Bauer|Erkan|1963-07-17|DE|67374|Hanhofen|Reinhardt-Reuter-Gasse|2022-04-08
175|3295|448339634|2021-12-26|9999-12-31|F|Lübs|Betty|1959-11-19|DE|38553|Wasbüttel|Hörleweg|2022-04-08
176|3296|754904385|2018-03-21|9999-12-31|M|Atzler|Sylvester|1985-04-04|DE|24944|Flensburg|Pieperring|2022-04-08
177|3295|962096158|2022-02-18|9999-12-31|M|Junck|Meik|1987-12-18|DE|39164|Wanzleben-Börde|Sölzerweg|2022-04-08
178|3296|360456454|2021-03-09|9999-12-31|M|Loos|Max|1961-05-03|DE|67295|Bolanden|Försterweg|2022-04-08
179|3295|460713805|2016-12-06|9999-12-31|F|Hesse|Türkan|1956-07-27|DE|19322|Wittenberge|Kraushaargasse|2022-04-08
180|3296|910144310|2021-11-17|9999-12-31|F|Fritsch|Eleonora|1942-04-10|DE|95176|Konradsreuth|Heribert-Wieloch-Straße|2022-04-08
181|3295|710239403|2018-12-12|2020-10-13|M|Hahn|José|1991-03-05|DE|74747|Ravenstein|Lambert-Christoph-Straße|2022-04-08
182|3295|378740249|2017-09-06|9999-12-31|F|Birnbaum|Aysel|2000-05-10|DE|96515|Sonneberg|Belinda-Gieß-Ring|2022-04-08
183|3293|687125522|2018-10-08|9999-12-31|F|Hendriks|Jelena|1994-05-01|DE|31622|Heemsen|Meisterweg|2022-04-08
184|3293|652745660|2021-11-16|9999-12-31|M|Gierschner|Rudolf|1998-05-30|DE|23738|Riepsdorf|Roggestraße|2022-04-08
185|3296|750408697|2020-02-05|9999-12-31|F|Martin|Margaret|1985-07-17|DE|29475|Gorleben|Putzstr.|2022-04-08
186|3293|594335415|2020-11-15|9999-12-31|F|Misicher|Susi|1992-07-10|DE|83553|Frauenneuharting|Christl-Baum-Gasse|2022-04-08
187|3293|122929288|2018-09-30|9999-12-31|M|Köhler|Arnulf|1969-12-02|DE|44803|Bochum|Hendriksallee|2022-04-08
188|3294|120794036|2019-08-18|9999-12-31|M|Dobes|Osman|1992-03-20|DE|65468|Trebur|Holtstr.|2022-04-08
189|3295|621314022|2017-05-31|2020-11-01|F|Dowerg|Gundi|1965-06-07|DE|78132|Hornberg|Caspargasse|2022-04-08
190|3294|893910438|2016-09-28|9999-12-31|F|Täsche|Jane|1960-02-20|DE|78144|Schramberg|Danica-Löwer-Weg|2022-04-08
